,content,normdate,rhyme,met
2158,"En la espaciosa frente que desnuda el cabello,
cuya raíz abrasa un volcán interior,
se muestran las arrugas precoces Fatal sello
con que a sus elegidos nos señala el dolor.
Debajo, en las hundidas cuencas, dan su destello,
al que presta la ojera violáceo resplandor,
unos ojos que ansían ver lo grande y lo bello
y están tristes mirando de la vida el horror.
La boca, contrayéndose, dibuja la sonrisa
escéptica y doliente del que vivió de prisa,
y gustó miel y ajenjo, y sabe el bien y el mal
Y sobre el pecho trémulo, que en un suspiro late,
la pálida cabeza, resignada, se abate:
de la segura espera la caricia final.
",4,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'C', 'D', 'E', 'E', 'D']","['---+-+---+--+-', '--+-++-+--+-', '-+---+--+-+-', '-----+-+-+--+-', '-+---+-+-+--+-', '--+--+--+---+-', '+-+--++-+--+-', '-++--+---+--+-', '-+---+-+-+---+', '-+---+----+-+-', '--++-+-+-+-+-', '---+-+---+-+-+', '-+---+---+--+-', '---+-+---+--+-']"
2159,"Resto del bosque inmemorial; testigo
de mil y unicazos que la ciencia ignora,
roble imperial de bóveda sonora,
tiende en la plaza su ondulante abrigo
En rumorosas pláticas consigo
sus muertas hojarascas rememora:
¡cuánta fugaz generación canora
labró colonias en su techo amigo!
Pasaron esos nidos y esas aves;
vinieron otras aves y otros nidos
y otras hojas y cantigas suaves;
y en los gajos del céfiro mecidos,
vagar parecen con cadencias graves
ecos dolientes de los tiempos idos
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+---+-+-', '-+--+---+-+-', '+--+-+---+-', '+--+---+-+-', '---+-+---+-', '-+---+---+-', '+--+---+-+-', '-+-+---+-+-', '-+-+-+-+-+-', '-+-+-+-+-+-', '-+-+---+-+-', '--+--+---+-', '-+-+---+-+-', '+--+---+-+-']"
2160,"Dorada isla de Cuba o Fernandina,
de cuyas altas cumbres eminentes
bajan a los arroyos, ríos y fuentes
el acendrado oro y plata fina
Si el dulce canto y música divina
de aquél que vio las infernales gentes,
las penas suspendió tan diferentes
y movió a compasión a Proserpina
Con cuánta más razón isla dichosa,
estáis vos dando al Orbe admiración
con este nuevo Homero y fértil yedra
Pues su dulzura os hace más famosa
que aquélla a quien la lira de Anfión
hizo los muros de ladrillo y piedra
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-++--+---+-', '---+-+---+-', '+----+-+-+-', '---++--+-+-', '-+-+-+---+-', '-+-+---+-+-', '-+---++--+-', '--+--+---+-', '-+-+-++--+-', '-+++-+---+-', '-+-+-+-+-+-', '---+++-+-+-', '-+---+---+-', '+--+---+-+-']"
2161,"Pasó el otoño y se llevó arrastrando
de tus ramajes el verdor divino;
siguió el helado invierno su camino
tus amarillas hojas arrancando
El tallo altivo y el capullo blando
volaron como el loco torbellino,
y solo el dulce fruto purpurino
en la alta rama se quedó temblando
Pero al fresco batir de la sonora
lluvia, tus hojas juveniles crecen,
y un ancho y verde manto te decora
No así las ilusiones que fenecen
en el alma del hombre, aunque las llora,
con su frescura, oh árbol, reaparecen.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+---+-+-', '---+---+-+-', '-+-+-+---+-', '---+-+---+-', '-+-+---+-+-', '-+---+---+-', '-+-+-+---+-', '-+-+---+-+-', '--+--+---+-', '+--+---+-+-', '++-+-+-+-+-', '++---+---+-', '--+--+--++-', '---++----+-']"
2162,"¡Tu vives! Mientras Átropos maldita
hila y la nueva gente te rechaza,
te embriagas del olor de sampaguita,
Balintawak, legado de una raza;
de una raza mejor que esta que incita
a sellar nuestros labios con mordaza,
a hacer de cada hogar, lugar de cita,
y volver cada templo en una plaza.
Antes de renunciar tu estirpe recia,
como en los cuentos de la vieja Grecia,
(símbolo de una raza que se va),
ven a mis brazos rústicos de atleta,
se tú la Musa, yo seré el poeta,
de una cresta que nunca morirá.
",4,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'C', 'D', 'E', 'E', 'D']","['-+---+---+-', '+--+-+---+-', '-+---+---+-', '---+-+-+-+-', '+-+--++--+-', '--+--+---+-', '-+-+-+-+-+-', '--++-+-+-+-', '+----+-+-+-', '---+---+-+-', '+--+-+---+-', '+--+-+---+-', '-+-+-+-+-+-', '+-+--+---+-']"
2163,"El sonrosado albor de la mañana
inunda con su luz monte y pradera,
y de amor y consuelo mensajera,
da sus ecos al aire la campana
Rechina el trillo que la mies desgrana;
busca el zagal su hermosa compañera,
y la turba de pájaros parlera
de un nido al otro nido vuela ufana
Todo es reposo y calma y armonía;
sin que su azul empañe nube alguna
convidando al placer despunta el día:
Y rica de esperanzas y fortuna,
su bendición a Dios la madre envía
arrodillada al lado de la cuna.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['---+-+---+-', '-+---++--+-', '--+--+---+-', '+-+--+---+-', '-+-+---+-+-', '+--+-+---+-', '--+--+---+-', '++-+-+-+-+-', '++-+-+---+-', '---+-+-+-+-', '--+--+-+-+-', '-+-+--+---+-', '---+-+-+-+-', '---+-+---+-']"
2164,"En el palacio de Megara, sobre
la marmórea terraza que domina
el golfo que Tanit alabastrina
torna en bruñida ánima de cobre;
aspirando el efluvio de salobre
aura que surca la extensión marina,
y diadema con nimbos de neblina
la árida cumbre de peñasco pobre;
Salammbó envuelta en túnica de gasa,
de un pebetero en la rojiza brasa
quema extasiada la fragante goma,
y al adorar los siderales mitos
ascienden los murmullos de los ritos
en las espiras de sagrado aroma.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['---+---+-+-', '--+--+---+-', '-+---+---+-', '+--+-+---+-', '--+--+---+-', '+--+---+-+-', '--+--+---+-', '+--+---+-+-', '--++-+---+-', '+--+---+-+-', '+--+---+-+-', '---+---+-+-', '-+---+---+-', '---+---+-+-']"
2165,"¿Ves, Gil, un hombronazo allí sentado,
de faz profana en sayo penitente,
tragar la tarta y chocolate ardiente
que la devota Flor le ha presentado?
Mírale bien, el Egoísmo ha hinchado
su panza; Estolidez hundió su frente;
y a efectos torpes arden la imprudente
llama de su mirar cese es Conrado
Nueve horas largas a la paz dedica,
de un sueño estrepitoso,; cinco yanta;
cuatro en el seno de hombre corrompido.
SE revuelca; y moral que no practica
con broca voz las otras seis decanta:
¡Seré piedra varón! ¡Qué santa vida!
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', '-', 'C', 'D', '-']","['+++--+-+-+-', '-+-+-+---+-', '-+-+---+-+-', '---+-++--+-', '+-++--++-+-', '-+---+-+-+-', '-+-+-+---+-', '+----+++-+-', '----+---+-+-', '++---+-+-+-', '+--+-+---+-', '--+--+-+-+-', '-+-+-+-+-+-', '-+-+--++-+-']"
2166,"¿En el Arpa, en los dedos, o en el viento,
dónde ha librado Dios su valentía?
Mas si fue en la dulcísima Armonía,
trofeo es de los tres el vencimiento.
Es de su ardiente espíritu el aliento,
con que al abismo el joven desafía,
los dedos su poder, y en profecía
sacra la humanidad, el instrumento
Los vencidos horrores del Tirano,
afrenta misteriosa de su gloria,
mucho son Vaticinio soberano.
Porque muestra en los lejos de la Historia,
que un dedo, que una voz, que un soplo humano,
sobran en Dios, para tan gran victoria.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['--+--+---+-', '++-+-+---+-', '--+--+---+-', '-++--+---+-', '+--+-+---+-', '---+-+---+-', '-+---+---+-', '+----+---+-', '--+--+---+-', '-+---+---+-', '+-+--+---+-', '--+------+-', '++-+-+++-+-', '+--+--++-+-']"
2167,"Diosa Phebea, que tu rayo puro
rompe la fuerza del nocturno velo
con cuya luz a los del bajo suelo
indicio das del resplandor futuro,
si la memoria del Amor perjuro
no ha muerto el tiempo con su presto vuelo,
también probaste el miserable duelo
que a mí me causa con su golpe duro
Y, si por ver a Endimión dormido,
cuando Apolo del mar se descubría
culpabas su venida presurosa,
cubre ahora tu rostro esclarecido,
que para desterrar la niebla fría
los ojos bastan de mi ninfa hermosa
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['---+---+-+-', '+--+---+-+-', '---+---+-+-', '-+-+---+-+-', '---+---+-+-', '++-+---+-+-', '-+-+---+-+-', '-+++---+-+-', '---+---+-+-', '--+--+---+-', '-+---+---+-', '++--+----+-', '-----+-+-+-', '-+-+---+-+-']"
2168,"El guerrero español y el Señor boholano
Se encontraron, buscándose, bajo la noche bruna.
Legaspi se llamaba el Capitán hispano.
El Señor de Bohol, el Raja Sicatuna.
Se besaron. Y urdieron abrirse mutuamente
Una herida en la vena donde su sangre ardía.
Para mezclar su vida, y consagrarla ardiente
En un cáliz : [ Tu santo corazón, patria mía!
Si Filipinas hoy, rotas ya sus cadenas,
Quisiera aparecer ante su historia, sola,
Olvidada del pacto de su viejo Virrey,
Se tendría que abrir nuevamente las venas,
Y arrancar de sus venas esta sangre española
¡Que en su vida y su alma es Dios, idioma y ley!
",4,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'F', 'G', 'E', 'F', 'G']","['--+--+---+--+-', '--+--+----+-+-', '-+---+----+-+-', '--+--+--+---+-', '--+--+--+-+-+-', '+-+--+----+-+-', '---+-+----+-+-', '--+--+---++-+-', '---+-+-+-+--+-', '-+---+----+-+-', '--+--+---+--+-', '--+--+-+-+--+-', '--+--+-+-+--+-', '--+-+-++-+--+-']"
2169,"Sólo por complacerte es que recito
entre las densas brumas del pasado,
este recuerdo tétrico y helado
que a tu instancia tan sólo resucito
Lo doy por concluido, aunque te invito
a charlar del rumor del arbolado,
de la tierra avecilla en el sembrado,
y en el espacio azul, del infinito
Recorrer quiero en el abrupto monte
bajo mi planta el rústico paisaje,
reclinar la mirada al horizonte
sobre el andar ligero de un celaje
Para así distraer en el vacío
suelta la mente en plácido albedrío
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'E', 'E']","['+----++--+-', '---+-+---+-', '+--+-+---+-', '--+-++---+-', '++--+--+-+-', '--+--+---+-', '--+--+---+-', '---+-+---+-', '--++---+-+-', '---+-+---+-', '--+--+---+-', '---+-+-+-+-', '--+--+---+-', '+--+-+---+-']"
2170,"Medir mi pobre espíritu no sabe
la vasta inmensidad del cristal frío,
ni en el menguado pensamiento mío
¡oh mar! la suma de tus leyes cabe
Ciencia no alcanzo que en mi mente grabe
de pueblos, nautas en tu azul bravío,
el nombre, historia, lengua y poderío,
su henchida vela y carenada trabe
Ansia de contemplarte no vencida,
en lid sañuda o reposo inerte,
tráeme a tu ribera entristecida;
y halagan mi ilusión sin comprenderte
tus hondas voces, aye de la vida,
tu augusta paz, silencio de la muerte.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+-+--++-', '-+---+--++-', '---+---+-+-', '-+-+---+-+-', '+-++---+-+-', '-+-+---+-+-', '-+-+-+---+-', '-+-+---+-+-', '+----+++-+-', '-+-+--+--+-', '++--+----+-', '-+---+---+-', '-+-+-+---+-', '-+-+-+---+-']"
2171,"Gasté mi ser en lides de demencia:
¡un tropel de pasiones me arrastraba!
¡Ciego y mísero fui cuando soñaba
que era casi inmortal mi humana esencia!
Con fulgores de sol, una existencia
engañosa la mente me doraba
Mas la naturaleza claudicaba,
del mal original a la presencia
¡Tiránicos placeres, los despojos
vuestros hundió en un mar de desengaños
esta alma, que, sedienta, en sí no cupo!
Cuando la muerte, ¡oh Dios!, cierre mis ojos,
gane un instante lo perdido en años:
¡sepa morir el que vivir no supo!
",3,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-+-+-+---+-', '+-+--+-+-+-', '+-+--+---+-', '+-+--+-+-+-', '--+--++--+-', '--+--+-+-+-', '-----+---+-', '-+---+---+-', '-+---+---+-', '---+++---+-', '++---+-+++-', '---+-++--+-', '++-+---+-+-', '+--+---+++-']"
2172,"Cuando la brava ausencia un alma hiere,
se ceba, imaginando, el pensamiento
que el bien que está más lejos, más contento
el corazón hará cuando viniere
Remedio hay al dolor de quien tuviere
en esperanza puesto el fundamento,
que al fin tiene algún premio del tormento,
o al menos en su amor contento muere
Mil penas con un gozo se descuentan,
y mil reproches ásperos se vengan
con sólo ver la angélica hermosura.
Mas cuando celos la ánima atormentan,
aunque después mil bienes sobrevengan,
se torna rabia, pena y amargura.
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['---+-+++-+-', '-+---+---+-', '-+-+++-+-+-', '---+-+---+-', '-++--+---+-', '---+-+---+-', '-++-++---+-', '-+---+-+-+-', '++--++---+-', '-+-+-+---+-', '-+-+-+---+-', '---+-+---+-', '---+++---+-', '-+-+-+---+-']"
2173,"El sin descanso y sin bonanza alguna,
el ronco, el seco, el pálido, el enjuto,
que si oyó de Madrid un «oste puto»
fue en cambio claro sol del Carpio Pruna.
Aquel que mojó el pan en la laguna
llevando a Calderón en un canuto,
Pelayo de mal pelo, Bruto en bruto,
César tramposo, Creso sin fortuna.
El audaz que en la fama abrió ancha herida
de superbos poetas, grave entuerto
que el más mínimo de ellos nunca olvida
¡Triste suerte! aquí yace Y es lo cierto,
que sino fue gran cómico en su vida,
asombra la verdad con que hace el muerto.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['---+---+-+-', '-+-+-+---+-', '--+--++--+-', '++-+-+---+-', '-+--++---+-', '-+---+-+-+-', '-+--++-+-+-', '+--+-+---+-', '--+--+-+-+-', '--+-+-+--+-', '-++--+-+-+-', '+-+-++-+-+-', '---+++---+-', '-+---+-+-+-']"
2174,"Yo sé que nunca llegaré a la cima
donde abraza el artista a la quimera
que dotó de hermosura duradera
en la tela, en el mármol o en la rima;
yo sé que el soplo extraño que me anima
es un soplo de fuerza pasajera
y que el olvido, el día que yo muera,
abrirá para mí su oscura sima
Mas sin que sienta de vivir antojos,
y sin que nada mi ambición despierte,
tranquilo iré a dormir con los pequeños,
si veo fulgurar ante mis ojos,
hasta el instante mismo de la muerte,
las visiones doradas de mi sueño.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['++-+---+-+-', '--+--+---+-', '--+--+---+-', '--+--+---+-', '++-+-+--++-', '+++--+---+-', '---+-+--++-', '--+--+-+-+-', '---+---+-+-', '---+---+-+-', '-+-+-+---+-', '-+---+---+-', '---+-+---+-', '--+--+---+-']"
2175,"«Negándote a inspirar a tu “poeta”,
me colocas ¡oh Musa! en grave aprieto:
catorce versos dicen que es soneto,
y el que yo los escriba, ¿no te peta?.
Desciende sobre mí, y estate quieta;
¡que yo también al yunque me sujeto,
y a la atroz disciplina me someto
de llegar, paso a paso, hasta la meta!
Sóplame un momentito, y luego vete
volando por ahí con rumbo ignoto;
¡pero no me coloques en un brete!
Sólo hacer un terceto necesito;
¡mas ya las manos de placer me froto,
pues veo que he llegado al finiquito!»
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'E', 'D', 'E']","['-+-+-+--+-', '+-+--+-+-+-', '-+-+-+-+-+-', '--++-+-+++-', '-+---+-+++-', '-+-+-+-+-+-', '--+--+-+-+-', '--++-+---+-', '+-+--+-+-+-', '-+--+-+--+-', '--++-+--++-', '+-++-+---+-', '-+-+---+++-', '-++-+----+-']"
2176,"No en vano, desdeñosa, su luz pura
ha el cielo a tus ojuelos trasladado,
y ornó de oro el cabello ensortijado,
y dio a tu frente gracia y hermosura.
Esa rosada boca con ternura
suspirará; tu seno regalado
del blando fuego bullirá agitado,
y el rostro volverás con más dulzura.
Tirsi, el felice Tirse, tus favores
cogerá, altiva Clori, su deseo
coronando en el tálamo dichoso.
Los cupidillos verterán mil flores,
llamando en suaves himnos a Himeneo,
y Amor su beso le dará gozoso.
",3,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['++---+--++-', '++---+---+-', '-++--+---+-', '-+-+-+---+-', '+--+-+---+-', '---+-+---+-', '-+-+---+-+-', '-+---+-+-+-', '+--+-+---+-', '--++-+---+-', '--+--+---+-', '---+---+++-', '-+-+-+---+-', '-+-+-+-+-+-']"
2177,"¡Oh doloroso inolvidable día,
más negro que la noche más oscura!
Tú sellaste mi inmensa desventura,
en ti el sol, se eclipsó de mi alegría.
Tus lentas horas, en cadena impía,
insensibles al ¡ay! de mi ternura,
¡midieron como siglos de amargura,
de mi madre adorada la agonía!
Sé pues maldito, y entre todos triste,
nunca del astro con la luz te dores
que ardiente velo a tus hermanos viste:
¡negras nubes y vientos bramadores
te acompañen por siempre, oh tú que fuiste
el Viernes para mí de los dolores
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['---+---+-+-', '++---+-+-+-', '+-+--+---+-', '-++--+---+-', '-+-+---+-+-', '--+------+-', '-+---+---+-', '--+--+---+-', '+--+---+-+-', '+--+---+++-', '-+-+---+-+-', '+-+--+---+-', '+-+--+-+-+-', '-----+---+-']"
2178,"No me atrae hacia Ti mi hondo quebranto,
ni el hallarme tan solo y abatido,
que Tú, Virgen del Carmen, siempre has sido
mi amor más puro y mi mayor encanto.
Mas si en horas felices te amé tanto,
y tu divino amor busqué rendido,
ahora que estoy tan triste y dolorido,
¡cómo no he de acogerme a tu amor santo!
¡Y ya que tu hermosura me fascina,
consérvame la vista y la memoria
para llevar grabada en la retina,
cuando deje esta vida transitoria,
la dulce imagen de tu faz divina,
celestial anticipo de la gloria!
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+++-+-+--+-', '--++++---+-', '-+---+-+++-', '-+++---+-+-', '--+--+-+++-', '---+-+-+-+-', '+--+++---+-', '+-+--++-++-', '-----+-+-+-', '-+-+-+---+-', '---+-+---+-', '--++-+---+-', '-+-+---+-+-', '--+--+---+-']"
2179,"Dios es quien es; la inmensidad, su manto;
la creación, diadema de su frente;
las dos eternidades, su presente;
verdad, belleza, amor, su nombre santo.
Bajo sus pies se hunde con espanto
los firmamentos; es la luz ardiente
sombra de su mirada omnipotente;
ángeles y hombres, de su gloria el canto
Con innúmeros soles de diamantes
vi su poder inmensurable escrito
en la cóncava esfera rutilante;
y de pasmo y amor lanzando un grito,
¿Dónde, exclamé, se oculta tu semblante?
En las alturas de mi ser habito.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', '-', 'C', 'D', 'C', 'D', 'C']","['-+-+---+-+-', '---+-+---+-', '-+---+---+-', '-+-+-+-+-+-', '---+-+---+-', '---+-+-+-+-', '+----+---+-', '+--+---+-+-', '--+--+---+-', '+--+---+-+-', '--+--+---+-', '--+-+-+-++-', '+--+-+---+-', '---+---+-+-']"
2180,"Aquella tarde en que partí, veía
sobre el azul del firmamento, neta,
surgir en lontananza la silueta
del pintoresco fuerte del Vigía
A los rayos del sol resplandecía
albo y gentil, con expresión coqueta;
y sobre la montaña, la viñeta
de una página bella parecía
Volaba el tren Una estación y un río
quedaron muy atrás; luego, un bohío
Y la albura del fuerte allá en el cielo
se extinguió lentamente, como muere
la dulce despedida de un pañuelo
suspendido por alguien que nos quiere
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'D', 'E']","['-+-+---+-+-', '---+---+-+-', '-+---+---+-', '---+-+---+-', '--+--+---+-', '+--+---+-+-', '-----+---+-', '+-+--+---+-', '-+-++--+++-', '-+-+++-+-+-', '--+--+-+-+-', '--++-+---+-', '-+---+-+-+-', '--+--+--++-']"
2181,"Todo nos llega tarde, -hasta la muerte
Nunca se satisface ni se alcanza
la dulce posesión de una esperanza
cuando el deseo acósanos más fuerte
Todo puede llegar; pero se advierte
que todo llega tarde: la bonanza,
después de la tragedia; la alabanza,
cuando está ya la aspiración inerte
La Justicia nos muestra su balanza,
cuando sus siglos en la Historia vierte
el tiempo mudo que en el orbe avanza
Y la Gloria, esa ninfa de la suerte,
sólo en las viejas sepulturas danza
Todo nos llega tarde: -hasta la muerte.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'A']","['+-++-+---+-', '+----+---+-', '-+---++--+-', '---+-+--++-', '+-+--+---+-', '-+-+-+---+-', '-----+---+-', '--++---+-+-', '--+-++---+-', '---+---+-+-', '-+-+---+-+-', '--++-+---+-', '+--+---+-+-', '+-++-+---+-']"
2182,"Quiso imponer al mundo su memoria
un rey, en su soberbia desmedida,
y por miles de esclavos construida
erigió una pirámide mortuoria
¡Sueño estéril y vano! Ya la historia
no recuerda su nombre ni su vida,
que el tiempo ciego en su veloz corrida
dejó la tumba y se llevó la gloria
El polvo que en el hueco de su mano
contempla absorto el caminante ¿ha sido
parte de un siervo o parte del tirano?
¡Ah! todo va revuelto y confundido,
que guarda Dios para el orgullo humano
solo una eternidad: la del olvido
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+-+---+-', '++---+---+-', '--+---+--+-', '--+--+---+-', '+-+--+---+-', '+-+--+---+-', '-+-+---+-+-', '-+-+---+-+-', '-+---+---+-', '-+-+---+++-', '+-++-+---+-', '-+-+-+---+-', '-+-+---+-+-', '++---+---+-']"
2183,"Si de Laredo buen salmón, buen sollo
gracias al galopar de un buen caballo,
tuviese yo, cantárame otro gallo,
y al diablo diera alubias y repollo
Esto de hacer de yerbas un embrollo
desprende gases que de intento callo:
de acelgas como un indio penca y tallo
mas no un hijo de España ni un criollo
Mejor lo pasa, por ser pobre un pillo
que prefiriendo un rábano a un capullo
lo entrega de sus dientes al rastrillo
Yo me aguanto y ayuno sin murmullo,
pero envidio los fueros de un chiquillo:
no hiciera más el mismo Pero Grullo.
",3,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['---+-+-+++-', '----+-++-+-', '-+-+-+-+-+-', '-+-+-+---+-', '+--+-+-+-+-', '-+-+---+-+-', '-+--++-+-+-', '-++--+--++-', '-+++--++++-', '---+++-+-+-', '-+---+---+-', '+++--+---+-', '--+--+-+-+-', '++-+-+---+-']"
2184,"Con larga mano te otorgó, señora,
virtud, gracia y nobleza el alto cielo;
es tu casta hermosura rico velo,
digno del alma regia que atesora.
Tú del místico fuego guardadora,
del desvalido perenal consuelo,
pasas haciendo bien por este suelo:
la santa caridad tu techo mora.
Prez y decoro de tu estirpe clara,
luz de tu esposo, gloria de tus lares
más que por timbres cien, por ti soberbios.
El sabio Salomón te comparara
a la amante mujer de los Cantares,
a la fuerte mujer de los Proverbios
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-+-+-+-+-+-', '-++--+-+-+-', '+-+--+-+-+-', '+--+-+---+-', '+-+--+---+-', '---+---+-+-', '+--+-+-+-+-', '-+---+-+-+-', '+--+---+-+-', '+--+-+---+-', '+--+-+-+-+-', '-+---++--+-', '--+--+---+-', '--+--+---+-']"
2185,"De la entera negrura hasta la albura
jugaré con mi carta de albedrío,
acuciando en exceso el cuerpo mío
con el odio el amor y la locura
Probaré de lo feo la hermosura,
de la suma cordura el desvarío,
y de toda experiencia hasta el hastío
probaré, extremista hasta la hartura
Que al morir, por equívoco infinito,
inaugure entre espíritus un hito:
y por noble en el cielo me proclamen,
y me exija el infierno residencia
¡Que en eterna y sublime divergencia,
los demonios y santos me reclamen!
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['--+--+---+-', '--+--+---+-', '--+--+-+-+-', '--+--+---+-', '--+--+---+-', '--+--+---+-', '--+--+---+-', '--+-+----+-', '--+--+---+-', '--+--+--++-', '--+--+-+-+-', '-++--+---+-', '--+--+---+-', '--+--+-+-+-']"
2186,"De soberbia Babel torre confusa,
ejemplo admiro en émula grandeza
perpetuamente, si en menor alteza
pirámides alzó planta difusa
De aquélla que el castigo en vano excusa,
pues vio en su ruina su mayor vileza,
ésta, si bien altiva, es más firmeza
promete la piedad que no rehusa
A tu Lonja, Sevilla, comparados
bien pudiera Babilonia y sus gigantes,
que en igual confusión ambos los veo
Mas si quieres gozar siglos dorados
reprime tus pasiones arrogantes,
e igualará el poder a tu deseo.
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['--+--++--+-', '-+-+-+---+-', '-+-+---+-+-', '-+---++--+-', '-+---+-+-+-', '-+-+---+-+-', '+--+-+++-+-', '-+---+-+-+-', '--+--+---+-', '+-+---+---+-', '--+--++-++-', '--+--++--+-', '-+---+---+-', '---+-+---+-']"
2187,"No nos separaremos un momento
porque -cuando se extingan nuestras vidas-
nuestras dos almas cruzarán unidas
el éter, en continuo ascendimiento
Ajenas al humano sufrimiento,
de las innobles carnes desprendidas,
serán en una llama confundidas
en la región azul del firmamento.
Sin dejar huellas ni invisibles rastros,
más allá de la gloria de los astros,
entre auroras de eternos arreboles,
a obedecer iremos la divina
ley fatal y suprema que domina
los espacios, las almas y los soles
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['++---+-+-+-', '-----+---+-', '--++---+-+-', '-+---+---+-', '-+---+---+-', '---+-+---+-', '-+-+-+---+-', '---+-+---+-', '--++---+-+-', '----+----+-', '--+--+---+-', '---+-+---+-', '+-+--+---+-', '--+--+---+-']"
2188,"Renunciamiento. Anchura para nuestras miradas
y oración para el duelo de nuestros corazones
Es la hora propicia de las meditaciones,
de los poetas tristes y de las bienamadas
En los cañaverales se oyen chocar espadas;
en las nubes se miran galopar escuadrones;
y las rubias palmeras fingen crin de leones
que sacuden al aire sus cabezas colgadas
¡Oh visión opresora de la muerte del día
sobre el campo! ¡Oh tristeza que difunde lo verde
dilatándose bajo esta parda agonía!
La añoranza imperiosa La esperanza tardía
La emoción que se agranda La extensión que se pierde
Y un murmullo que empieza: -Dios te salve, María
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'C', 'D', 'C']","['---+-+------+-', '--+--+------+-', '+-+--+------+-', '---+-+------+-', '-----+-+--+-+-', '--+--+---+--+-', '--+--+-+-+--+-', '--+--+---+--+-', '+-+--+---+--+-', '--++-+---+--+-', '--+--+---+--+-', '--+--+---+--+-', '--+--+---+--+-', '+-+--+-+-+--+-']"
