,content,country-birth,rhyme,met
1854,"Engañó el navegante a la sirena,
el dulce canto en blanda cera roto;
y ayudado del santo, su devoto,
el cautivo huyó de la cadena.
De la serpiente que en la selva suena,
la virgen se libró con alboroto,
y de las ondas se escapó el piloto
haciendo remo el brazo, nao la entena.
Yo, fuerte, presa tímida, constante,
venzo sirenas, sierpes, ondas, hierro,
y sola muero a manos de mi daño.
Virgen, piloto, esclavo, navegante,
ven, libres, que no importa a mi destierro
voto, temor, necesidad, engaño.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['--+--+---+-', '-+-+-+-+-+-', '--+--+---+-', '--+--+---+-', '---+---+-+-', '-+---+---+-', '---+---+-+-', '-+-+-+-+-+-', '++-+-+---+-', '+--+-+-+-+-', '-+-+-+---+-', '+--+-+---+-', '++--++---+-', '+--+---+-+-']"
1855,"Tú de Benamejí, famoso chato,
ágil, resuelto, emprendedor y cuco,
que gracias al poder de tu trabuco
cobraste en los caminos el barato.
No vio jamás la gente de tu trato
en taberna, garito, ni tabuco,
gitano, calabrés o mameluco
que te llegara al polvo del zapato
Pero todo acabó; no hubo remedio:
te echaron mano, y asomó de pronto
el verdugo cruel que te hizo noche
La erraste, ¡vive Dios! de medio a medio;
porque en lo de nacer fuiste tan tonto,
que si naces después, andas en coche.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+----+-+-+-', '+--+---+-+-', '-----+---+-', '-+---+---+-', '++-+-+---+-', '--+--+---+-', '-+---+---+-', '---+-+---+-', '--+--++--+-', '++-+---+-+-', '--+-+-++-+-', '++-+-+---+-', '--+--++-++-', '--+--++--+-']"
1856,"Desde los más profundos abismos de la vida
yo te invoqué mil veces; y mil veces mi afán
fue para mis anhelos la estrella bendecida
que fulguró un instante con dulce fulgurar.
¿Por qué no te levantas, flor de mis pensamientos,
y vienes con tus ósculos de esperanza y de fe,
a darme lo que en vida me dieron tus alientos
y a nutrir de ilusiones mis ansias del ayer?
¡Muerta querida, lejos de ti la vida mía
se deshoja cual mustia Rosa de Alejandría
sangrando gota a gota mi amante corazón!
Y en vano es que te implore, si no has de volver nunca
El soplo de tu muerte dejó en mi alma trunca
la flor de la esperanza y el iris del amor.
",1,"['A', '-', 'A', '-', 'B', '-', 'B', '-', 'C', 'C', '-', 'D', 'D', '-']","['---+-+--+---+-', '++-+++--++--+-', '+----+--+---+-', '---+-+--+---+-', '-+++-+-+----+-', '-+---+----+--+', '-++--+-++---+-', '--+--+--+---+-', '+--+----+-+-+-', '--+--+------+-', '-+-+-+--+---+-', '-++-++--+--++-', '-+---+--++-+-', '-+---+--+---+-']"
1857,"Si pudo de Anfión el dulce canto
juntar las piedras del tebano muro;
si con suave lira osó seguro
bajar el Tracio al reino del espanto;
si la voz regalada pudo tanto
que abrió las puertas de diamante duro,
y un rato suspendió de aquel oscuro
lugar la pena y miserable llanto;
y si del canto la admirable fuerza
enternece los fieros animales,
si enfrena la corriente de los ríos:
¿Qué nueva pena en mi dolor se esfuerza
pues con lo que descrecen otros males
se van acrecentando más los míos?
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-+---+-+-+-', '-+-+---+-+-', '--+-+--+-+-', '-+-+-+---+-', '--+--+-+-+-', '-+-+---+-+-', '++---+-+-+-', '-+-+---+-+-', '---+---+-+-', '--+--+---+-', '-+---+---+-', '++-+---+-+-', '-----+-+-+-', '-+---+-+-+-']"
1858,"Del grueso tronco del mejor madero,
suele arbitrariamente el artesano,
hacer que salga de su docta mano
el asiento que ocupa un zapatero:
Toma otras veces este mismo obrero
una porción del leño más villano,
y forma con instinto soberano
el busto de una diosa o un guerrero
El destino también inicuamente
al artífice imita en sus deslices,
haciendo venturoso al delincuente;
y aquellos que debieran ser felices
por sus nobles virtudes, inclemente
los deja miserables e infelices.
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+---+-+-', '+--+-+---+-', '-+-+---+-+-', '--+--++--+-', '++-+-+-+-+-', '+--+-+-+-+-', '-+---+---+-', '-+-+-+-+-+-', '--+--+-+-+-', '--+--+---+-', '-+---+---+-', '-+---+-+-+-', '--+--+---+-', '-+---+---+-']"
1859,"Pinta una hora gris naturaleza,
y en la niebla que apaga la alegría,
sube como un aliento la tristeza:
una tristeza obsesionante y fría.
Sin decirlo, las cosas su promesa
me dan de un cielo azul y un claro día;
mas esta hora solamente expresa
lo que en mí vive de melancolía
Sueños, que ya sin esperanza vivo,
al dejarme su hiel dentro del alma
me hicieron sin quererlo sensitivo.
Y ante el vago temor de un nuevo anhelo,
prefiero como el pájaro la calma,
a la inquietud de un peligroso vuelo.
",9,"['A', 'B', 'A', 'B', 'C', 'B', 'C', 'B', 'D', 'E', 'D', 'F', 'E', 'F']","['++-+-+---+-', '--+--+---+-', '+--+-+---+-', '+--+---+-+-', '--++-+---+-', '++++-+++-+-', '-++-+-+--+-', '--++-----+-', '+--+---+-+-', '--+++----+-', '++---++--+-', '--+--+++-+-', '-+---+---+-', '---++--+-+-']"
1860,"«Sueño es la vida y vanidad el mundo:
¡Feliz aquel, que a sus engaños muerto,
sabe vivir a la verdad despierto,
y amarla siempre con amor profundo!».
Tal tú dijiste, genio sin segundo,
mostrando al hombre, de pesares yerto,
la mísera aridez de este desierto,
de falsos bienes manantial fecundo.
Y la nación ibera, que no olvida
las severas lecciones de tu drama,
otra verdad por él tiene aprendida:
Que si la vida allí sueño se llama,
es realidad la gloria de tu vida,
y realidad la gloria de tu fama.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['++-+---+-+-', '-+-+---+-+-', '+--+---+-+-', '-+++---+-+-', '++-+-+---+-', '-+-+---+-+-', '-+---++--+-', '-+-+---+-+-', '---+-+--++-', '--+--+---+-', '+--+-++--+-', '---+-++--+-', '+--+-+---+-', '---+-+---+-']"
1861,"Es inútil que luche por quitarme del pecho
Esta espada de amor que el corazón me hiere;
Tengo ya el corazón tan dolido y deshecho
Que si arranco la espada de tu amor, se me muere.
¿Ni por qué el arrancármela, si es tan dulce la muerte
Qué me da lentamente a mi vida adherido ?
Si esta ha sido mi suerte, yo bendigo mi suerte,
Y me entrego a la muerte que he buscado y querido.
Margarita divina de mi amor, cuando muera,
Cubrirás mis despojos con la patria bandera
Para que en ella quede mi último aliento preso . . .
Yo no quiero la ofrenda de cirios ni dolores;
Yo no quiero que reces, yo no quiero que llores;
¡Solo ansío que cierres mi ataúd con un beso!
",0,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'E', 'F', 'G', 'G', 'F']","['+-+--+---+--+-', '+-+--+----+-+-', '+-+--+---+--+-', '--+--+---+--+-', '--+--+-+-+--+-', '+-++-+---+--+-', '+++--+-+-+--+-', '--+--+-+-+--+-', '--+--+---+--+-', '--+--+---+--+-', '---+-+-+--+-+-', '+++--+--+---+-', '+++--+-+++--+-', '+-+--+---+-++-']"
1862,"Soberbias rimas escribir quisiera,
hallar otras ideas, nuevo tema,
poner muy alto mi pendón y lema,
dejar la senda pisoteada y huera.
Dejar la imitación falsa o rastrera,
la vil adulación que al labio quema;
y en estrofas urdir mi estratagema
como el guerrero tras la audaz trinchera.
Pero el adverso hado ha preferido,
demoliendo mis gratas ilusiones,
al estar dicho todo y repetido,
que no ahueque la voz en mis canciones;
reservadas a un estro revestido
de homérico raudal y nuevos dones
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+---+-+-', '-++--+-+-+-', '-+++---+-+-', '-+-+---+-+-', '-+---++--+-', '-+---+-+-+-', '--+--+---+-', '---+---+-+-', '---++-+--+-', '--+--+---+-', '--++-+---+-', '-++--+---+-', '--+-++---+-', '-+---+-+-+-']"
1863,"Poeta profesor de la esperanza
y ruiseñor de la constante aurora,
que vas dejando tu canción sonora
lejos del bienestar de Sancho Panza;
ya que tu corazón, hora tras hora,
esgrime la ilusión como una lanza
de Quijote inmortal, que no descansa,
en el altar de Dios, bendice y ora
Y si quieres, pastor de corazones
que haya lumbre de amor en tus canciones,
quémate con el fuego de tu luz,
como el Maestro de Sapiencia pura
que para iluminar con su ternura
se prende con tres clavos de una cruz
",9,"['A', 'B', 'B', 'A', 'B', 'A', 'A', 'B', 'C', 'C', 'D', 'E', 'E', 'D']","['+---+----+-', '---+---+-+-', '-+-+---+-+-', '-----+---+-', '-----++-+-', '-+---+-+-+-', '--+--+-+-+-', '---+-+-+-+-', '--+--+---+-', '+-+--+---+-', '+-+--+---+-', '-------+-+-', '-----+---+-', '-+--++-+-+-']"
1864,"¡No puedo más! Cuando mi carne abrasa,
tu carne toco como el mármol fría
y al estrujar tu boca con la mía
experimentas sensación escasa.
En mí, el amor es el turbión que arrasa,
la fiebre intensa, la pasión bravía;
en ti un capricho más, que juraría
que no deja señal por donde pasa
Yo sufro al poseerte, porque veo
que te entregas sin goce ni deseo
como a caricias débiles o extrañas
¡Y mi orgullo de macho siento herido
viendo que, a mi pesar, no he conseguido
despertar el amor en tus entrañas!
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['+-+-+-+--+-', '-+-+---+-+-', '---+-+---+-', '---+---+-+-', '-+-++--+-+-', '-+-+---+-+-', '-+-+-+---+-', '-++--+---+-', '++---++--+-', '-++--+---+-', '---+-+---+-', '--+--+-+-+-', '+----++--+-', '--+--+---+-']"
1865,"¡Oh tú, cualquier que fueses, el primero
que a verdes canas el enrubio diste,
y rotos dientes con marfil supiste,
seas pasto infeliz del Cancerbero!
Por ti, a pesar de casi un siglo entero
de años que tiene doña Guzmía, insiste
en que es niña, y del malo se reviste
porque yo por sus rugas no me muero
Niña dentipostiza y trencicana,
no quieras que arrastrando el apetito,
por ti sea yo mártir del demonio
¡Ay! Olvídame; así, cuando mañana
rapagona te llame aquel bendito,
nadie diga: «¡Oh qué falso testimonio!»
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-+-+-+---+-', '-+-+---+-+-', '-+-+---+-+-', '++---+---+-', '-+---+++-+-', '+--+----++-', '-++--+---+-', '--+--+-+++-', '+----+---+-', '++---+---+-', '-++-++---+-', '-+-+----+-', '--+-++-+-+-', '+-+-++---+-']"
1866,"Callábamos los dos En mi tormento
resistí mi dolor altivo y fuerte,
y así sin comprender tu sufrimiento
fui contigo tan cruel hasta la muerte
Y en la nocturna y apacible calma
de aquella noche tétrica y sombría,
escuchamos los dos dentro del alma
el grito del amor que se moría
Hubo un silencio sepulcral La brisa
recogió el cascabel de tu sonrisa
que en la nocturna calma se diluía
Y al mirarla otra vez en el encanto
de su inmenso dolor, se cubrió en llanto
su rostro de mortal melancolía
",9,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'E', 'D', 'F', 'F', 'D']","['-+---+--+-', '--+--+-+-+-', '-+---+---+-', '+-+-++---+-', '---+---+-+-', '-+-+-+---+-', '--+--+---+-', '-+---+---+-', '++-+---+-+-', '--+--+---+-', '---+-+---+-', '--++-+---+-', '--+--+--++-', '-+---+---+-']"
1867,"Callados miran, de la clara tarde
a la mudable luz, tierras y cielos
prolongarse sin límites. La noche
sube ya por las faldas del Taigeto;
pero aún el rayo trémulo del día
brilla sobre el sepulcro de Teseo.
Callados miran de la mar hirviente
los vívidos cambiantes y el incierto
vaivén de sus llanuras solitarias,
que leve impulsa pasajero el viento;
cuando, en sus frescas ráfagas, la brisa
trajo a su oído el rumoroso eco
de la confusa multitud, que invade
las murallas de mármol del Pireo.
",2,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-+-+---+-+-', '---+-++--+-', '--++-+--+-', '+-+--+---+-', '-+-+-+---+-', '+----+---+-', '-+-+---+-+-', '-+---+---+-', '-+---+---+-', '-+-+---+-+-', '---+-+---+-', '+-+----+-+-', '---+---+-+-', '--+--+---+-']"
1868,"Sobre el verdor inmenso del paisaje
.se destacan los búfalos enormes;
Helios, rojo, detiene sa carruaje
y lanza sus centellas multiformes.
Tlay un rumor extraño en el boscaje
de ninfas y de sátiros deformes;
rumor de risa equívoca y salvaje
de almas locas y seres uniformes.
La tarde .solemniza su sonrisa
opulenta en las alas de la brisa;
en el azul el eco sugestivo
fjue dice a nuestras almas la bollera
de lo existente y la vital grandeza
del culto ambiguo y florestal del chivo.
",0,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'C', 'D', '-', '-', 'D']","['---+-+---+-', '--+--+---+-', '+-+--+-+-+-', '-+---+---+-', '++-+-+---+-', '-+---+---+-', '-+-+-+---+-', '+-+--+---+-', '-+---+---+-', '--+--+---+-', '---+-+---+-', '++---+---+-', '---+---+-+-', '-+-+-+---+-']"
1869,"¿Amarnos? Sí, sin duda nos amamos No obstante
yo no sé qué ansía extraña late en nuestra pasión,
algo que está indeciso pero que a cada instante
nos impone el silencio de su interrogación
Es un presentimiento o un recuerdo obsedante
de una fatal angustia o una vieja traición;
acaso es el espectro de un suicida, un amante
que ha muerto y que no quiere huir de tu corazón
Si juega entre mis manos tu rubia cabellera
es fronda de un aroma florido que me espera
y si cae tumultuosa en áureo torbellino
me parece que lívido presagio de un tormento,
erguida en la más alta cumbre de mi destino
una bandera de odio va a desatarse al viento
",6,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'C', 'D', 'E', 'D', 'E']","['-++-+-+-+-', '++++++-+----+-', '+--+-+------+-', '+-+--+------+-', '++---++-+-+-+-', '+--+-++-+--+-', '-++--+-+-++-+-', '++--+++----+-', '-+---+--+---+-', '++-+-+--+--++-', '--+--+-+---+-', '+-+--+---+-+-+', '-+--++-+----+-', '+--+-+-+--+++-']"
1870,"Yo no dejo el San Juan por el Henares
ni un solar de mi Cuba por España,
ni por su pera nuestra dulce caña
ni por montes de olivos mis palmares.
Goce el ibero allá sus olivares
que el áureo Tajo con sus ondas baña,
que a mí en Cuba me basta un cabaña
donde pueda entonar dulces cantares
Nunca el Pan trocaré por el Moncayo,
y ni el modesto túmulo de Hatuey
por la frígida tumba de Pelayo;
y puesto que he nacido siboney,
quiero encontrar mi tumba en el Yucayo,
a la sombra apacible de un mamey !
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+++------+-', '-+-+-----+-', '---+---+-+-', '--+--+---+-', '+--+-+---+-', '-+-+---+-+-', '-++-++-+-+-', '--+--++--+-', '+-+--+---+-', '-+-+-+---+-', '--+--+---+-', '-+-+-+---+-', '+--+-+---+-', '--+--+-+-+-']"
1871,"Este póstumo honor del ya segundo,
si primo Apolo no, pompa altanera,
dice la que hoy dejó noche postrera
a las Musas sin luz, sin sol al mundo.
Extinto aclama al héroe más fecundo
oráculo Español, a quien venera
España muerto, y de quien muerto espera
de tanta Vega fruto bien fecundo
Admira, o peregrino, o tú que errante
espectáculos buscas, tanta gloria,
fin tan lloroso a mente tan lucida
Contempla de esta pira lo elegante,
y erige eterno templo en la memoria
al que a las peñas con su voz dio vida.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+-+--+-+-+-', '-+-+-++--+-', '+--+-++--+-', '--+--+-+-+-', '-+-+-+-+-+-', '-+---+---+-', '-+-+---+-+-', '-+-+-+-+-+-', '-+---+-+-+-', '--+--+-+-+-', '++-+-+-+-+-', '-+-+-+-+-+-', '-+-+-+---+-', '---+---+++-']"
1872,"Hirsuto el pelo, el caminar doliente,
inútil o humillada la altanera
cornamenta que el tigre en lucha fiera
venció bajo la luz del sol ardiente
Hambriento, despeado, lentamente
el que antes fue señor de la pradera,
va de la rocallosa cordillera
ascendiendo por la áspera pendiente.
Al fin, bajo el rigor de las jornadas,
imponente desplómase en la altura;
y al volver al oriente sus miradas
lánguidas de cansancio y amargura,
regosto hay en sus nervios de vacadas,
y en sus ojos, nostalgias de llanuras.
",10,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', '-']","['-+-+---+-+-', '-+---+---+-', '--+--+-+-+-', '-+---+-+-+-', '-+---+-+-+-', '-+-+-+---+-', '+----+---+-', '--+--+---+-', '-+---+---+-', '--+--+-+-+-', '--+--+---+-', '+----+---+-', '-++--+---+-', '--+--+---+-']"
1873,"El cielo prometido a los cristianos
es reino de venturas perennales,
do imparte Dios sus gracias paternales
desde su solio no hecho de manos.
Al cielo de esplendores soberanos
no logran, en sus vuelos capitales,
llegar las bellas águilas reales,
ni los más portentosos aeroplanos.
Pero podréis vosotras, buenas almas,
subir al cielo de eternales palmas,
después de atesorar merecimientos.
Sólo hay para las célicas mansiones
una escalera de áureos escalones
que son los Diez Divinos Mandamientos.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['-+---+---+-', '++---+---+-', '-+-+-+---+-', '---+-++--+-', '-+---+---+-', '++---+---+-', '-+-+-+---+-', '--+--+---+-', '---+-+-+-+-', '-+-+---+-+-', '-+---+---+-', '++---+---+-', '+--+-+---+-', '-+-+-+---+-']"
1874,"Id a buscar a Dios en las arenas
donde tuvo su altar el cocodrilo;
en los sangrientos ídolos del Nilo,
en las deidades lúbricas de Atenas
Gimiendo en esas bárbaras cadenas,
no halló la Humanidad puerto ni asilo:
vino la Cruz, y el corazón tranquilo
fácil ya mira el término a las penas
Los siglos pasan a sus pies dejando
la vil ceniza de su ciencia impía,
y limpia siempre seguirá brillando
Así después de tempestad sombría,
las tenebrosas nubes arrollando,
luce más puro el luminar del día.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+-+---+-', '--+--+---+-', '---+-+---+-', '---+-+---+-', '-+-+-+---+-', '++---++--+-', '+--+---+-+-', '+-++-+---+-', '-+-+---+-+-', '-+-+---+-+-', '-+-+---+-+-', '-+-----+-+-', '---+-+---+-', '+-++---+-+-']"
1875,"Sigue, cantor; de tu inspirada mente
brote en raudales el cantar sonoro;
pulsa la lira, que en sus cuerdas de oro
refleja audaz tu inspiración potente
Sigue, cantor, porque tu canto ardiente
llevando al alma celestial tesoro,
arranca al corazón risas y lloro;
llena de gloria la entusiasta frente.
Sigue; que al Bardo que con dulce vuelo
cruza este charco mísero y profundo
brindando al alma celestial consuelo
Dios lo levanta de este mar inmundo
y le hace llegue con la frente al cielo,
desde su indigno pedestal el Mundo.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+---+-+-', '+--+---+-+-', '+--+---+-+-', '-+-+---+-+-', '+--+---+-+-', '-+-+---+-+-', '-+---++--+-', '+--+---+-+-', '+--+---+-+-', '++-+-+---+-', '-+-+---+-+-', '-+-+-+-+-+-', '-+-+-----+-', '---+---+-+-']"
1876,"Castiga el cielo a Tántalo inhumano,
que en impía mesa su rigor provoca,
medir queriendo en competencia loca,
saber divino con engaño humano.
Agua en las aguas busca, y con la mano
el árbol fugitivo casi toca;
huye el copioso Erídano a su boca,
y en vez de fruta aprieta el aire vano.
Tú, que espantado de su pena, admiras,
que el cercano manjar en largo ayuno
al gusto falte y a la vista sobre:
¿Cómo de muchos Tántalos no miras
ejemplo igual? Y si codicias uno
mira al avaro en sus riquezas pobre
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-+-+-+---+-', '--++---+-+-', '-+-+---+-+-', '-+-+---+-+-', '+--+-+---+-', '-+---+-+-+-', '+--+-+---+-', '---+-+-+-+-', '+--+---+-+-', '--+--+-+-+-', '-+-+---+-+-', '+--+-+--++-', '-+--+--+-+-', '+--+---+-+-']"
1877,"Qué capitán es este glorioso
que provoca a batalla, y que desciende
contra la flor de Francia, y que pretende
cubrir el mar de naves espantoso?
Entra por todas partes animoso,
rompe, destroza, mata, rinde y prende,
manda, socorro, anima, ordena, atiende
a un punto con ardor maravilloso
Con número de naves tan estrecho
y parte del ejército esparcido,
designios de tres reinos ha deshecho;
no hay para que decir quién haya sido:
que las grandes empresas de derecho
son de Bazán, Marqués esclarecido
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+++---+-', '--+--+---+-', '---+-+---+-', '-+-+-+---+-', '+--+-+---+-', '+--+-+-+-+-', '+--+-+-+-+-', '++---+---+-', '-+---+-+-+-', '-+---+---+-', '-+--++-+-+-', '+----+++-+-', '--+--+---+-', '+--+-+---+-']"
1878,"En la calma uncitiva de la tarde que muere
como el alma impalpable de una casta blancura,
con dejo melancólico de triste miserere
vuela el vago responso de los labios del cura.
Todo calla y se inclina, el espíritu inquiere
y dialoga en silencio con la Pálida oscura,
y en la calma uncitiva de la tarde que muere
me arrodillo, a los ruegos del responso del cura
¡Madre mía! (yo rezo) que tu amparo me diste,
rasga el manto de sombras de mi espíritu triste
¡por qué tocan tan tristes las campanas lejanas !
Madre mía, ángel casto de virtud y de amores,
¿si a tu vuelo dejaste tus amargos dolores,
por qué tocan tan tristes las lejanas campanas ?
",8,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'C', 'D', 'E', 'E', 'D']","['--+--+---+--+-', '--+--+-+-+--+-', '-+---+---+---+', '+-+--+---+--+-', '+-+--+--+--+-', '--+--+---+--+-', '--+--+---+--+-', '+-+--+---+--+-', '+---++---+-++-', '+-+--+---+--+-', '-++-++---+--+-', '+--+-+---+--+-', '--+--+---+--+-', '-++-++---+--+-']"
1879,"Con una pertinacia monocorde que aduerme
cae la lluvia en el viejo villorrio familiar,
y yo me entrego al canto de las aguas inerme,
y con vivos deseos de sentirme arrullar
Reclino sobre el banco de trabajo la frente,
y en mi interior alcázar, solo, me reconcentro,
mientras la lluvia vierte su pertinaz nepente
y me hundo en la casa familiar más adentro.
Y así, en derredor mío, las aguas tienden una
cortina impenetrable de sombras y sonidos
que enclaustran totalmente mis ávidos sentidos
(Canes enflaquecidos que ladran a la Luna)
y experimento así, abstraído en mi verso,
el placer de sentirme solo en el Universo.
",1,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'F', 'F', 'E', 'G', 'G']","['-+---+---+--+-', '+-+--+--+---+-', '-+++-+---+--+-', '--+--+--++-+-', '-+---+---+--+-', '---+-+-+-+--+-', '---+-+----+-+-', '-+--+---++-+-', '-+--+---+-+-+-', '-+---+--+---+-', '-+--++--+---+-', '+----+--+---+-', '---+-++--+-', '--+--+++----+-']"
1880,"Después de haber sufrido cuatro días
de un grave y doloroso estreñimiento
voy al común y con placer me siento
a echar las atrasadas porquerías
¡Qué agradable impresión y qué alegrías
en todo el intestino experimento
cuando sale apretado el excremento
en suaves y ventosas melodías!
El espíritu se ensancha presuroso
el mojón muy despacio y apretado
va saliendo con gracia y artificio
Y después de la brega, sudoroso,
tomo el papel, lo doblo con cuidado
y tranquilo me limpio el orificio
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['---+-+---+-', '++---+---+-', '+--+---+++-', '-+---+---+-', '+-+--+-+-+-', '-+---+---+-', '--+--+---+-', '-+---+---+-', '--+---+---+-', '--++-+---+-', '+-+--+---+-', '-----+---+-', '+--+++---+-', '--+-++---+-']"
1881,"La noche envuelve con su sombra fría
el claustro, los salones, la portada,
y vacila la lámpara agitada
de la iglesia en su bóveda sombría
Como triste presagio de agonía
gime el viento en la lúgubre morada,
y ondulando la yerba desecada
vago rumor entre la noche envía
De Felipe segundo, misterioso
se alza el espectro del marmóreo suelo
y vaga en el convento silencioso,
y se le escucha en infernal desvelo
crujiendo por el claustro pavoroso
la seda de su negro ferrezuelo
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+---+-+-', '-+---+---+-', '--+--+---+-', '--+--+---+-', '--+--+---+-', '+-+--+---+-', '--+--+---+-', '+--+---+-+-', '--+--+---+-', '+--+---+-+-', '-+---+---+-', '--++---+-+-', '-+---+---+-', '-+---+---+-']"
1882,"Puede ser tuerta y linda una mujer,
ya en la princesa de Éboli se vio,
puede ser bella y coja, de ello dio
buena prueba madame «de la Vallier»
Como la de Lenclós puede perder
la juventud y al belleza no,
y aun si los brazos, por su mal, perdió
otra Venus de Milo puede ser
Pero a la más hermosa, a la sin par,
que la nariz se caiga se raíz
o la crezca una trompa en su lugar.
y quedará horrorosa la infeliz
Pues en la conclusión no hay que dudar
¡La belleza consiste en la nariz!
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+-++-++--+-', '+--+-+---+-', '+-++-+-+-+-', '+-+--+----+-', '-----++--+-', '---+---+-+-', '+--+---+-+-', '+----+-+-+-', '---+-+---+-', '---+--+---+-', '-+++-+---+-', '---+-+---+-', '-----++--+-', '--+--+---+-']"
1883,"Julia, si de la Parca el furor ciego
permitiera en tu vida más tardanza,
no viera Roma en su mayor pujanza
de las guerras domésticas el fuego;
que semejante en el piadoso ruego
a las Sabinas, la furiosa lanza
redujeras, repuesta la venganza
a paz alegre y a común sosiego
Al detenido daño y armas fieras
tu acelerada muerte abrió camino
rota la fe, que violentada estaba.
Tú sola el istmo de estas ondas eras:
mas acabó la fuerza del destino
vida, que tantas muertes excusaba.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+----+--++-', '--+--+-+-+-', '++-+---+-+-', '--+--+---+-', '---+---+-+-', '---+---+-+-', '--+--+---+-', '-+-+---+-+-', '---+-+-+-+-', '---+-+-+-+-', '+--+---+-+-', '++-+-+-+-+-', '---+-+---+-', '+--+-+---+-']"
1884,"Día es de juventud y poesía
este grato momento de la vida,
una fiesta de flores y ambrosía,
una fiesta bucólica y florida.
¡Bebed ! Alzo mi copa como el día
se eleva con la aurora apolonida,
¡bebed! y nuestra lírica ufanía
de ritmos llene la floresta erguida.
¡Ea, artistas! Bebamos por Barbaza
y Hernández, este día de la raza
augusta de los dioses del Parnaso.
Y mientras haya una gotita ¡amarga
de esplín en nuestra vida, que no es larga,
olvidemos, bebiendo, nuestro ocaso.
",0,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'C', 'D', 'E', 'E', 'D']","['++---+---+-', '+-+--+---+-', '+-+--+---+-', '+-+--+---+-', '-++--+---+-', '-+---+---+-', '-+---+---+-', '-+-+---+-+-', '+-+--+---+-', '-+-+-+---+-', '-+---+---+-', '---++--+-+-', '-+---+--++-', '--+--+---+-']"
